index,radius [cm],frequency [GHz],distance [mm],col_points,sPDn_pln [W/m2],sPDn_sph [W/m2]
385,13.1873,10.0,2.5,7.0,7.609350046624173,7.980088067866482
386,13.1873,10.0,5.0,7.0,5.631271104870448,5.795548110376927
387,13.1873,10.0,10.0,7.0,3.119320593403164,3.1491468646172405
388,13.1873,10.0,50.0,7.0,0.22499934066436292,0.224562074649582
389,13.1873,10.0,150.0,7.0,0.025826723872263622,0.025776473110001696
390,15.9064,2.4,2.5,7.0,5.692901980400289,5.931874114084826
391,15.9064,2.4,5.0,7.0,4.346883971284909,4.444539071863348
392,15.9064,2.4,10.0,7.0,2.5188832913401797,2.5280773844166404
393,15.9064,2.4,50.0,7.0,0.2146050863214159,0.21410716950785155
394,15.9064,2.4,150.0,7.0,0.02565940592648469,0.025623643111467472
395,15.9064,3.0,2.5,7.0,5.735936783075744,5.98200921476865
396,15.9064,3.0,5.0,7.0,4.415541563246041,4.518191491060966
397,15.9064,3.0,10.0,7.0,2.5914454978556156,2.602808849270411
398,15.9064,3.0,50.0,7.0,0.21806740411289252,0.2176313966476145
399,15.9064,3.0,150.0,7.0,0.025722218911750288,0.025686905591023247
400,15.9064,3.5,2.5,7.0,5.795417967533194,6.050187799326484
401,15.9064,3.5,5.0,7.0,4.499807177530968,4.607347995516391
402,15.9064,3.5,10.0,7.0,2.660114848679723,2.6731572708250475
403,15.9064,3.5,50.0,7.0,0.2198996504019023,0.21949813488244457
404,15.9064,3.5,150.0,7.0,0.02575231042095709,0.025717214746396835
405,15.9064,5.0,2.5,7.0,6.268289467782328,6.546614914906225
406,15.9064,5.0,5.0,7.0,4.895989004818833,5.010863283439719
407,15.9064,5.0,10.0,7.0,2.8544968458757185,2.8713394038161932
408,15.9064,5.0,50.0,7.0,0.2227419883085661,0.2223963569227631
409,15.9064,5.0,150.0,7.0,0.025795336150182775,0.025760553276004756
410,15.9064,6.0,2.5,7.0,6.846309000250922,7.096415666640484
411,15.9064,6.0,5.0,7.0,5.168362926012456,5.283027256024127
412,15.9064,6.0,10.0,7.0,2.9482413313459217,2.967298198664224
413,15.9064,6.0,50.0,7.0,0.22363906376972298,0.22331167234155547
414,15.9064,6.0,150.0,7.0,0.025808084949470577,0.025773394818295485
415,15.9064,10.0,2.5,7.0,7.609350046624173,7.920042724613171
416,15.9064,10.0,5.0,7.0,5.631271104870448,5.770058920714031
417,15.9064,10.0,10.0,7.0,3.119320593403164,3.145271311699506
418,15.9064,10.0,50.0,7.0,0.22499934066436292,0.22470017303757914
419,15.9064,10.0,150.0,7.0,0.025826723872263622,0.025792170617068913
420,17.5878,2.4,2.5,7.0,5.692901980400289,5.909895914684262
421,17.5878,2.4,5.0,7.0,4.346883971284909,4.435974813830098
422,17.5878,2.4,10.0,7.0,2.5188832913401797,2.5275733884995697
423,17.5878,2.4,50.0,7.0,0.2146050863214159,0.214179704162812
424,17.5878,2.4,150.0,7.0,0.02565940592648469,0.025630030193496377
425,17.5878,3.0,2.5,7.0,5.735936783075744,5.959363031735804
426,17.5878,3.0,5.0,7.0,4.415541563246041,4.509168628369965
427,17.5878,3.0,10.0,7.0,2.5914454978556156,2.6021126880310823
428,17.5878,3.0,50.0,7.0,0.21806740411289252,0.21769856809206337
429,17.5878,3.0,150.0,7.0,0.025722218911750288,0.02569325748442888
430,17.5878,3.5,2.5,7.0,5.795417967533194,6.02673931474693
431,17.5878,3.5,5.0,7.0,4.499807177530968,4.597887154775004
432,17.5878,3.5,10.0,7.0,2.660114848679723,2.6723160232374275
433,17.5878,3.5,50.0,7.0,0.2198996504019023,0.21956231253943206
434,17.5878,3.5,150.0,7.0,0.02575231042095709,0.02572354977056393
435,17.5878,5.0,2.5,7.0,6.268289467782328,6.52119194043984
436,17.5878,5.0,5.0,7.0,4.895989004818833,5.000807990060259
437,17.5878,5.0,10.0,7.0,2.8544968458757185,2.870178431778337
438,17.5878,5.0,50.0,7.0,0.2227419883085661,0.22245567345944786
439,17.5878,5.0,150.0,7.0,0.025795336150182775,0.025766863227978987
440,17.5878,6.0,2.5,7.0,6.846309000250922,7.0734722522930165
441,17.5878,6.0,5.0,7.0,5.168362926012456,5.273020916668118
442,17.5878,6.0,10.0,7.0,2.9482413313459217,2.9659473724916534
443,17.5878,6.0,50.0,7.0,0.22363906376972298,0.22336939918903131
444,17.5878,6.0,150.0,7.0,0.025808084949470577,0.0257796978035577
445,17.5878,10.0,2.5,7.0,7.609350046624173,7.891737610436724
446,17.5878,10.0,5.0,7.0,5.631271104870448,5.7578825830530995
447,17.5878,10.0,10.0,7.0,3.119320593403164,3.1433068572874108
448,17.5878,10.0,50.0,7.0,0.22499934066436292,0.22475544150033597
449,17.5878,10.0,150.0,7.0,0.025826723872263622,0.025798462480503218
450,2.0579,2.4,2.5,9.0,5.692901980400289,6.962292532585461
451,2.0579,2.4,5.0,9.0,4.346883971284909,4.645427706614863
452,2.0579,2.4,10.0,9.0,2.5188832913401797,2.378714084155141
453,2.0579,2.4,50.0,9.0,0.2146050863214159,0.19551043069299273
454,2.0579,2.4,150.0,9.0,0.02565940592648469,0.023521527669267083
455,2.0579,3.0,2.5,9.0,5.735936783075744,7.050830753539726
456,2.0579,3.0,5.0,9.0,4.415541563246041,4.740374739449496
457,2.0579,3.0,10.0,9.0,2.5914454978556156,2.4590957223551553
458,2.0579,3.0,50.0,9.0,0.21806740411289252,0.19912406686575762
459,2.0579,3.0,150.0,9.0,0.025722218911750288,0.02358300912169343
460,2.0579,3.5,2.5,9.0,5.795417967533194,7.157624391724503
461,2.0579,3.5,5.0,9.0,4.499807177530968,4.84528993581859
462,2.0579,3.5,10.0,9.0,2.660114848679723,2.5321437587624125
463,2.0579,3.5,50.0,9.0,0.2198996504019023,0.20104520351073493
464,2.0579,3.5,150.0,9.0,0.02575231042095709,0.023612475845820685
465,2.0579,5.0,2.5,9.0,6.268289467782328,7.685576966781452
466,2.0579,5.0,5.0,9.0,4.895989004818833,5.243671294498806
467,2.0579,5.0,10.0,9.0,2.8544968458757185,2.732686790628346
468,2.0579,5.0,50.0,9.0,0.2227419883085661,0.20403747403015995
469,2.0579,5.0,150.0,9.0,0.025795336150182775,0.023654620226722715
470,2.0579,6.0,2.5,9.0,6.846309000250922,8.109967531556572
471,2.0579,6.0,5.0,9.0,5.168362926012456,5.497022255032349
472,2.0579,6.0,10.0,9.0,2.9482413313459217,2.8319288219810264
473,2.0579,6.0,50.0,9.0,0.22363906376972298,0.2049849114890114
474,2.0579,6.0,150.0,9.0,0.025808084949470577,0.023667111220339147
475,2.0579,10.0,2.5,9.0,7.609350046624173,9.141568242246525
476,2.0579,10.0,5.0,9.0,5.631271104870448,6.0712680115800275
477,2.0579,10.0,10.0,9.0,3.119320593403164,3.031200606392458
478,2.0579,10.0,50.0,9.0,0.22499934066436292,0.20642435800197503
479,2.0579,10.0,150.0,9.0,0.025826723872263622,0.02368537530541794
480,3.1281,2.4,2.5,9.0,5.692901980400289,6.686870430920878
481,3.1281,2.4,5.0,9.0,4.346883971284909,4.661359623288429
482,3.1281,2.4,10.0,9.0,2.5188832913401797,2.4802115017290562
483,3.1281,2.4,50.0,9.0,0.2146050863214159,0.20611570003141425
484,3.1281,2.4,150.0,9.0,0.02565940592648469,0.024757669254390963
485,3.1281,3.0,2.5,9.0,5.735936783075744,6.76270988133689
486,3.1281,3.0,5.0,9.0,4.415541563246041,4.750675832149891
487,3.1281,3.0,10.0,9.0,2.5914454978556156,2.560240098440345
488,3.1281,3.0,50.0,9.0,0.21806740411289252,0.2097632200855602
489,3.1281,3.0,150.0,9.0,0.025722218911750288,0.024820900813553672
490,3.1281,3.5,2.5,9.0,5.795417967533194,6.858805276578382
491,3.1281,3.5,5.0,9.0,4.499807177530968,4.852899830343429
492,3.1281,3.5,10.0,9.0,2.660114848679723,2.6339503908175628
493,3.1281,3.5,50.0,9.0,0.2198996504019023,0.21170029945757657
494,3.1281,3.5,150.0,9.0,0.02575231042095709,0.02485120187500372
495,3.1281,5.0,2.5,9.0,6.268289467782328,7.396004110178211
496,3.1281,5.0,5.0,9.0,4.895989004818833,5.263458334660312
497,3.1281,5.0,10.0,9.0,2.8544968458757185,2.8380758481730655
498,3.1281,5.0,50.0,9.0,0.2227419883085661,0.21471462759987345
499,3.1281,5.0,150.0,9.0,0.025795336150182775,0.024894535865555265
500,3.1281,6.0,2.5,9.0,6.846309000250922,7.863563693321918
501,3.1281,6.0,5.0,9.0,5.168362926012456,5.527869076091331
502,3.1281,6.0,10.0,9.0,2.9482413313459217,2.938279021232316
503,3.1281,6.0,50.0,9.0,0.22363906376972298,0.215668350153334
504,3.1281,6.0,150.0,9.0,0.025808084949470577,0.024907377586569433
505,3.1281,10.0,2.5,9.0,7.609350046624173,8.848398048926862
506,3.1281,10.0,5.0,9.0,5.631271104870448,6.082700118046737
507,3.1281,10.0,10.0,9.0,3.119320593403164,3.134156857791013
508,3.1281,10.0,50.0,9.0,0.22499934066436292,0.21711672144916244
509,3.1281,10.0,150.0,9.0,0.025826723872263622,0.024926155051876227
510,4.9317,2.4,2.5,9.0,5.692901980400289,6.389364305408805
511,4.9317,2.4,5.0,9.0,4.346883971284909,4.598659346792441
512,4.9317,2.4,10.0,9.0,2.5188832913401797,2.518503252712904
513,4.9317,2.4,50.0,9.0,0.2146050863214159,0.2109509486495513
514,4.9317,2.4,150.0,9.0,0.02565940592648469,0.025298241344278015
515,4.9317,3.0,2.5,9.0,5.735936783075744,6.454260432679353
516,4.9317,3.0,5.0,9.0,4.415541563246041,4.681825680167369
517,4.9317,3.0,10.0,9.0,2.5914454978556156,2.59682313929228
518,4.9317,3.0,50.0,9.0,0.21806740411289252,0.2145679712992011
519,4.9317,3.0,150.0,9.0,0.025722218911750288,0.02536186402373865
520,4.9317,3.5,2.5,9.0,5.795417967533194,6.5392558856273695
521,4.9317,3.5,5.0,9.0,4.499807177530968,4.779455010891187
522,4.9317,3.5,10.0,9.0,2.660114848679723,2.6696740056158794
523,4.9317,3.5,50.0,9.0,0.2198996504019023,0.21648694132241675
524,4.9317,3.5,150.0,9.0,0.02575231042095709,0.025392350507306916
525,4.9317,5.0,2.5,9.0,6.268289467782328,7.067469727725217
526,4.9317,5.0,5.0,9.0,4.895989004818833,5.191008704468135
527,4.9317,5.0,10.0,9.0,2.8544968458757185,2.8728921003670846
528,4.9317,5.0,50.0,9.0,0.2227419883085661,0.21947048568467475
529,4.9317,5.0,150.0,9.0,0.025795336150182775,0.02543594530615607
530,4.9317,6.0,2.5,9.0,6.846309000250922,7.568306039082003
531,4.9317,6.0,5.0,9.0,5.168362926012456,5.4603267406265825
532,4.9317,6.0,10.0,9.0,2.9482413313459217,2.972063174386472
533,4.9317,6.0,50.0,9.0,0.22363906376972298,0.22041381545133987
534,4.9317,6.0,150.0,9.0,0.025808084949470577,0.025448864498113344
535,4.9317,10.0,2.5,9.0,7.609350046624173,8.494782846174898
536,4.9317,10.0,5.0,9.0,5.631271104870448,5.990162846584229
537,4.9317,10.0,10.0,9.0,3.119320593403164,3.16175077222126
538,4.9317,10.0,50.0,9.0,0.22499934066436292,0.22184580099475348
539,4.9317,10.0,150.0,9.0,0.025826723872263622,0.025467753259488517
540,7.2735,2.4,2.5,9.0,5.692901980400289,6.189050667258263
541,7.2735,2.4,5.0,9.0,4.346883971284909,4.537497280714246
542,7.2735,2.4,10.0,9.0,2.5188832913401797,2.527986231474534
543,7.2735,2.4,50.0,9.0,0.2146050863214159,0.21277463378774006
544,7.2735,2.4,150.0,9.0,0.02565940592648469,0.025492527081671552
545,7.2735,3.0,2.5,9.0,5.735936783075744,6.24725678417822
546,7.2735,3.0,5.0,9.0,4.415541563246041,4.616505433105842
547,7.2735,3.0,10.0,9.0,2.5914454978556156,2.6048415594816414
548,7.2735,3.0,50.0,9.0,0.21806740411289252,0.216355978384102
549,7.2735,3.0,150.0,9.0,0.025722218911750288,0.025556092364048415
550,7.2735,3.5,2.5,9.0,5.795417967533194,6.32486096199951
551,7.2735,3.5,5.0,9.0,4.499807177530968,4.71058949098439
552,7.2735,3.5,10.0,9.0,2.660114848679723,2.676729761476968
553,7.2735,3.5,50.0,9.0,0.2198996504019023,0.2182547242681796
554,7.2735,3.5,150.0,9.0,0.02575231042095709,0.02558654857212282
555,7.2735,5.0,2.5,9.0,6.268289467782328,6.841432652861868
556,7.2735,5.0,5.0,9.0,4.895989004818833,5.119728295509941
557,7.2735,5.0,10.0,9.0,2.8544968458757185,2.8781575996695974
558,7.2735,5.0,50.0,9.0,0.2227419883085661,0.22120504545198527
559,7.2735,5.0,150.0,9.0,0.025795336150182775,0.025630099436778648
560,7.2735,6.0,2.5,9.0,6.846309000250922,7.363357966186364
561,7.2735,6.0,5.0,9.0,5.168362926012456,5.390783293157542
562,7.2735,6.0,10.0,9.0,2.9482413313459217,2.9761103800141413
563,7.2735,6.0,50.0,9.0,0.22363906376972298,0.2221374244654444
564,7.2735,6.0,150.0,9.0,0.025808084949470577,0.025643004706914146
565,7.2735,10.0,2.5,9.0,7.609350046624173,8.246791204951185
566,7.2735,10.0,5.0,9.0,5.631271104870448,5.902450991491534
567,7.2735,10.0,10.0,9.0,3.119320593403164,3.1609339908654066
568,7.2735,10.0,50.0,9.0,0.22499934066436292,0.22355237352802604
569,7.2735,10.0,150.0,9.0,0.025826723872263622,0.025661873512124414
570,9.9,2.4,2.5,9.0,5.692901980400289,6.067004227495702
571,9.9,2.4,5.0,9.0,4.346883971284909,4.495141222050509
572,9.9,2.4,10.0,9.0,2.5188832913401797,2.529486684917928
573,9.9,2.4,50.0,9.0,0.2146050863214159,0.21352589640531092
574,9.9,2.4,150.0,9.0,0.02565940592648469,0.025568631056530497
575,9.9,3.0,2.5,9.0,5.735936783075744,6.121317349785917
576,9.9,3.0,5.0,9.0,4.415541563246041,4.571610209198013
577,9.9,3.0,10.0,9.0,2.5914454978556156,2.6053640882621005
578,9.9,3.0,50.0,9.0,0.21806740411289252,0.21708150729168496
579,9.9,3.0,150.0,9.0,0.025722218911750288,0.02563207952322743
580,9.9,3.5,2.5,9.0,5.795417967533194,6.194440056587032
581,9.9,3.5,5.0,9.0,4.499807177530968,4.6634032771245515
582,9.9,3.5,10.0,9.0,2.660114848679723,2.6765593980977207
583,9.9,3.5,50.0,9.0,0.2198996504019023,0.21896579996199542
584,9.9,3.5,150.0,9.0,0.02575231042095709,0.02566247918806965
585,9.9,5.0,2.5,9.0,6.268289467782328,6.702142141995407
586,9.9,5.0,5.0,9.0,4.895989004818833,5.070190956135749
587,9.9,5.0,10.0,9.0,2.8544968458757185,2.8765654756221752
588,9.9,5.0,50.0,9.0,0.2227419883085661,0.22189255364909913
589,9.9,5.0,150.0,9.0,0.025795336150182775,0.02570594778142014
590,9.9,6.0,2.5,9.0,6.846309000250922,7.237080556358505
591,9.9,6.0,5.0,9.0,5.168362926012456,5.341904639350589
592,9.9,6.0,10.0,9.0,2.9482413313459217,2.9736262236670963
593,9.9,6.0,50.0,9.0,0.22363906376972298,0.2228171991935062
594,9.9,6.0,150.0,9.0,0.025808084949470577,0.025718827987060242
595,9.9,10.0,2.5,9.0,7.609350046624173,8.092790634750433
596,9.9,10.0,5.0,9.0,5.631271104870448,5.842056647424734
597,9.9,10.0,10.0,9.0,3.119320593403164,3.1552769219285954
598,9.9,10.0,50.0,9.0,0.22499934066436292,0.22422016053102312
599,9.9,10.0,150.0,9.0,0.025826723872263622,0.025737660697440237
600,12.5265,2.4,2.5,9.0,5.692901980400289,5.992904072185114
601,12.5265,2.4,5.0,9.0,4.346883971284909,4.467842115025867
602,12.5265,2.4,10.0,9.0,2.5188832913401797,2.5290841504359642
603,12.5265,2.4,50.0,9.0,0.2146050863214159,0.2138744430448538
604,12.5265,2.4,150.0,9.0,0.02565940592648469,0.025602268714176663
605,12.5265,3.0,2.5,9.0,5.735936783075744,6.044910079449599
606,12.5265,3.0,5.0,9.0,4.415541563246041,4.542767285123187
607,12.5265,3.0,10.0,9.0,2.5914454978556156,2.6043409187799162
608,12.5265,3.0,50.0,9.0,0.21806740411289252,0.21741320084202992
609,12.5265,3.0,150.0,9.0,0.025722218911750288,0.025665621980031462
610,12.5265,3.5,2.5,9.0,5.795417967533194,6.115319456456089
611,12.5265,3.5,5.0,9.0,4.499807177530968,4.633126896445714
612,12.5265,3.5,10.0,9.0,2.660114848679723,2.675081601194549
613,12.5265,3.5,50.0,9.0,0.2198996504019023,0.21928805173526614
614,12.5265,3.5,150.0,9.0,0.02575231042095709,0.025695975025090512
615,12.5265,5.0,2.5,9.0,6.268289467782328,6.617024128544114
616,12.5265,5.0,5.0,9.0,4.895989004818833,5.038202726429389
617,12.5265,5.0,10.0,9.0,2.8544968458757185,2.8741183088055697
618,12.5265,5.0,50.0,9.0,0.2227419883085661,0.22219945593925236
619,12.5265,5.0,150.0,9.0,0.025795336150182775,0.025739376859646893
620,12.5265,6.0,2.5,9.0,6.846309000250922,7.160037502288458
621,12.5265,6.0,5.0,9.0,5.168362926012456,5.310196614321723
622,12.5265,6.0,10.0,9.0,2.9482413313459217,2.9705889460639234
623,12.5265,6.0,50.0,9.0,0.22363906376972298,0.2231190782762691
624,12.5265,6.0,150.0,9.0,0.025808084949470577,0.025752237644828802
625,12.5265,10.0,2.5,9.0,7.609350046624173,7.998340035975583
626,12.5265,10.0,5.0,9.0,5.631271104870448,5.803201343824392
627,12.5265,10.0,10.0,9.0,3.119320593403164,3.1502435853147692
628,12.5265,10.0,50.0,9.0,0.22499934066436292,0.22451425841397268
629,12.5265,10.0,150.0,9.0,0.025826723872263622,0.02577104091422912
630,14.8683,2.4,2.5,9.0,5.692901980400289,5.947808730151638
631,14.8683,2.4,5.0,9.0,4.346883971284909,4.450692057936647
632,14.8683,2.4,10.0,9.0,2.5188832913401797,2.5283967278284267
633,14.8683,2.4,50.0,9.0,0.2146050863214159,0.21405091051938988
634,14.8683,2.4,150.0,9.0,0.02565940592648469,0.025618586434482154
635,14.8683,3.0,2.5,9.0,5.735936783075744,5.998429964762597
636,14.8683,3.0,5.0,9.0,4.415541563246041,4.52467679321039
637,14.8683,3.0,10.0,9.0,2.5914454978556156,2.60326656852608
638,14.8683,3.0,50.0,9.0,0.21806740411289252,0.21757898571596818
639,14.8683,3.0,150.0,9.0,0.025722218911750288,0.025681873378011415
640,14.8683,3.5,2.5,9.0,5.795417967533194,6.067190499108963
641,14.8683,3.5,5.0,9.0,4.499807177530968,4.614149374404766
642,14.8683,3.5,10.0,9.0,2.660114848679723,2.6737188083242063
643,14.8683,3.5,50.0,9.0,0.2198996504019023,0.21944787113684225
644,14.8683,3.5,150.0,9.0,0.02575231042095709,0.025712194748478655
645,14.8683,5.0,2.5,9.0,6.268289467782328,6.565024712970161
646,14.8683,5.0,5.0,9.0,4.895989004818833,5.018084989917621
647,14.8683,5.0,10.0,9.0,2.8544968458757185,2.8721288960669678
648,14.8683,5.0,50.0,9.0,0.2227419883085661,0.2223495806041144
649,14.8683,5.0,150.0,9.0,0.025795336150182775,0.02575555036727788
650,14.8683,6.0,2.5,9.0,6.846309000250922,7.113040091607692
651,14.8683,6.0,5.0,9.0,5.168362926012456,5.290209463106554
652,14.8683,6.0,10.0,9.0,2.9482413313459217,2.968223500585458
653,14.8683,6.0,50.0,9.0,0.22363906376972298,0.22326603439903997
654,14.8683,6.0,150.0,9.0,0.025808084949470577,0.025768397742784447
655,14.8683,10.0,2.5,9.0,7.609350046624173,7.940528752399672
656,14.8683,10.0,5.0,9.0,5.631271104870448,5.778808033372706
657,14.8683,10.0,10.0,9.0,3.119320593403164,3.146638899513487
658,14.8683,10.0,50.0,9.0,0.22499934066436292,0.22465630174016715
659,14.8683,10.0,150.0,9.0,0.025826723872263622,0.025787180475796218
660,16.6719,2.4,2.5,9.0,5.692901980400289,5.921341320302039
661,16.6719,2.4,5.0,9.0,4.346883971284909,4.4404459337362185
662,16.6719,2.4,10.0,9.0,2.5188832913401797,2.5278449987679426
663,16.6719,2.4,50.0,9.0,0.2146050863214159,0.21414265523667617
664,16.6719,2.4,150.0,9.0,0.02565940592648469,0.025626788009384904
665,16.6719,3.0,2.5,9.0,5.735936783075744,5.971156033438385
666,16.6719,3.0,5.0,9.0,4.415541563246041,4.513878477322491
667,16.6719,3.0,10.0,9.0,2.5914454978556156,2.602484587589484
668,16.6719,3.0,50.0,9.0,0.21806740411289252,0.21766432393450075
669,16.6719,3.0,150.0,9.0,0.025722218911750288,0.025690033647818963
670,16.6719,3.5,2.5,9.0,5.795417967533194,6.03894981520255
671,16.6719,3.5,5.0,9.0,4.499807177530968,4.602825509928922
672,16.6719,3.5,10.0,9.0,2.660114848679723,2.672763703332422
673,16.6719,3.5,50.0,9.0,0.2198996504019023,0.21952962913263732
674,16.6719,3.5,150.0,9.0,0.02575231042095709,0.02572033501665448
675,16.6719,5.0,2.5,9.0,6.268289467782328,6.534435536011694
676,16.6719,5.0,5.0,9.0,4.895989004818833,5.006057908650331
677,16.6719,5.0,10.0,9.0,2.8544968458757185,2.870793400543763
678,16.6719,5.0,50.0,9.0,0.2227419883085661,0.22242552978758892
679,16.6719,5.0,150.0,9.0,0.025795336150182775,0.02576366130657082
680,16.6719,6.0,2.5,9.0,6.846309000250922,7.085422305303887
681,16.6719,6.0,5.0,9.0,5.168362926012456,5.278246288842519
682,16.6719,6.0,10.0,9.0,2.9482413313459217,2.9666615864811394
683,16.6719,6.0,50.0,9.0,0.22363906376972298,0.22334008679409081
684,16.6719,6.0,150.0,9.0,0.025808084949470577,0.025776500166392748
685,16.6719,10.0,2.5,9.0,7.609350046624173,7.9064848337486255
686,16.6719,10.0,5.0,9.0,5.631271104870448,5.76423909921601
687,16.6719,10.0,10.0,9.0,3.119320593403164,3.144341157068447
688,16.6719,10.0,50.0,9.0,0.22499934066436292,0.2247274144839341
689,16.6719,10.0,150.0,9.0,0.025826723872263622,0.02579527056096944
690,17.7421,2.4,2.5,9.0,5.692901980400289,5.908079491254077
691,17.7421,2.4,5.0,9.0,4.346883971284909,4.435263077233353
692,17.7421,2.4,10.0,9.0,2.5188832913401797,2.5275284317303037
693,17.7421,2.4,50.0,9.0,0.2146050863214159,0.21418544529884714
694,17.7421,2.4,150.0,9.0,0.02565940592648469,0.02563052810408463
695,17.7421,3.0,2.5,9.0,5.735936783075744,5.957491825705859
696,17.7421,3.0,5.0,9.0,4.415541563246041,4.508418951583782
697,17.7421,3.0,10.0,9.0,2.5914454978556156,2.6020518249825404
698,17.7421,3.0,50.0,9.0,0.21806740411289252,0.21770386430928834
699,17.7421,3.0,150.0,9.0,0.025722218911750288,0.025693752427323576
700,17.7421,3.5,2.5,9.0,5.795417967533194,6.02480176576198
701,17.7421,3.5,5.0,9.0,4.499807177530968,4.597101071145046
702,17.7421,3.5,10.0,9.0,2.660114848679723,2.6722431070779513
703,17.7421,3.5,50.0,9.0,0.2198996504019023,0.21956735626990392
704,17.7421,3.5,150.0,9.0,0.02575231042095709,0.025724043274414816
705,17.7421,5.0,2.5,9.0,6.268289467782328,6.5190892206268956
706,17.7421,5.0,5.0,9.0,4.895989004818833,4.999972075517645
707,17.7421,5.0,10.0,9.0,2.8544968458757185,2.8700787723699053
708,17.7421,5.0,50.0,9.0,0.2227419883085661,0.2224603136182408
709,17.7421,5.0,150.0,9.0,0.025795336150182775,0.02576735490014045
710,17.7421,6.0,2.5,9.0,6.846309000250922,7.071575578281905
711,17.7421,6.0,5.0,9.0,5.168362926012456,5.272188742463777
712,17.7421,6.0,10.0,9.0,2.9482413313459217,2.9658319028931452
713,17.7421,6.0,50.0,9.0,0.22363906376972298,0.2233739081692099
714,17.7421,6.0,150.0,9.0,0.025808084949470577,0.025780188662159975
715,17.7421,10.0,2.5,9.0,7.609350046624173,7.889395779660441
716,17.7421,10.0,5.0,9.0,5.631271104870448,5.756870633669801
717,17.7421,10.0,10.0,9.0,3.119320593403164,3.1431404803556204
718,17.7421,10.0,50.0,9.0,0.22499934066436292,0.22475974669595455
719,17.7421,10.0,150.0,9.0,0.025826723872263622,0.025798952935349416
